features,label
"error_based_response, out_of_band_sqli, time_delay_response",SQL Injection
"multiple_failed_auth, high_login_attempts, password_spraying",Brute Force Attack
"credential_stuffing, dictionary_attack, failed_rdp_attempts",Brute Force Attack
"amplification_traffic, dns_amplification",Distributed Denial of Service (DDoS)
"syn_flood, connection_exhaustion",Distributed Denial of Service (DDoS)
"multiple_failed_auth, account_lockout_triggered, rapid_auth_requests",Brute Force Attack
"password_spraying, dictionary_attack, rapid_auth_requests, failed_ssh_attempts",Brute Force Attack
"email_header_anomaly, malicious_attachment, brand_impersonation, whaling_attempt, vishing_indicators",Phishing
"reflected_payload, stored_xss_payload, javascript_uri_injection",Cross-Site Scripting (XSS)
"db_error_in_response, encoded_sql_payload, time_delay_response, boolean_blind_sqli",SQL Injection
"ssl_stripping, dns_spoofing, session_hijacking",Man-in-the-Middle (MitM)
"slow_loris_attack, dns_amplification",Distributed Denial of Service (DDoS)
"shadow_copy_deletion, registry_modification, process_injection",Ransomware
"port_scanning, traceroute_activity, version_detection",Reconnaissance
"blind_sqli_timing, tautology_in_query",SQL Injection
"ransom_note_created, backup_deletion, registry_modification",Ransomware
"certificate_anomaly, unusual_gateway_mac, session_hijacking",Man-in-the-Middle (MitM)
"union_based_payload, stacked_queries, out_of_band_sqli, time_delay_response, boolean_blind_sqli",SQL Injection
"ssl_stripping, dns_spoofing",Man-in-the-Middle (MitM)
"unusual_db_query, error_based_response, out_of_band_sqli",SQL Injection
"port_scanning, idle_scan, tcp_connect_scan",Reconnaissance
"brute_force_login, multiple_failed_auth, high_login_attempts, failed_ssh_attempts",Brute Force Attack
"file_rename_burst, registry_modification, process_injection",Ransomware
"mass_file_encryption, shadow_copy_deletion, registry_modification",Ransomware
"mass_file_encryption, ransom_note_created, unusual_file_extension, file_rename_burst",Ransomware
"password_spraying, dictionary_attack, account_lockout_triggered, auth_log_flooding",Brute Force Attack
"os_fingerprinting, service_enumeration, network_mapping, traceroute_activity, idle_scan",Reconnaissance
"dns_enumeration, whois_lookup, version_detection",Reconnaissance
"ping_sweep, whois_lookup",Reconnaissance
"encoded_sql_payload, time_delay_response, boolean_blind_sqli",SQL Injection
"error_based_response, blind_sqli_timing, tautology_in_query",SQL Injection
"sql_injection_pattern, unusual_db_query, blind_sqli_timing",SQL Injection
"service_degradation, syn_flood, connection_exhaustion",Distributed Denial of Service (DDoS)
"udp_flood, bandwidth_saturation",Distributed Denial of Service (DDoS)
"port_scanning, ping_sweep",Reconnaissance
"script_tag_in_input, reflected_payload, javascript_uri_injection",Cross-Site Scripting (XSS)
"domain_spoofing, credential_harvesting, spear_phishing_indicators",Phishing
"credential_harvesting, lookalike_domain, brand_impersonation, vishing_indicators",Phishing
"error_based_response, db_error_in_response, tautology_in_query, encoded_sql_payload, time_delay_response",SQL Injection
"unusual_db_query, blind_sqli_timing, stacked_queries",SQL Injection
"multiple_failed_auth, dictionary_attack, rapid_auth_requests, failed_ssh_attempts, failed_rdp_attempts",Brute Force Attack
"dom_manipulation, cookie_theft_attempt, html_entity_bypass, csp_bypass_attempt",Cross-Site Scripting (XSS)
"credential_harvesting, fake_login_page, urgency_in_email",Phishing
"credential_harvesting, email_header_anomaly, brand_impersonation",Phishing
"domain_spoofing, email_header_anomaly",Phishing
"slow_loris_attack, bandwidth_saturation",Distributed Denial of Service (DDoS)
"password_spraying, dictionary_attack, failed_rdp_attempts",Brute Force Attack
"ping_sweep, tcp_connect_scan",Reconnaissance
"unusual_db_query, stacked_queries, tautology_in_query",SQL Injection
"certificate_anomaly, rogue_dhcp_server, bgp_hijacking",Man-in-the-Middle (MitM)
"certificate_anomaly, session_hijacking",Man-in-the-Middle (MitM)
"unusual_db_query, error_based_response, encoded_sql_payload",SQL Injection
"syn_flood, amplification_traffic",Distributed Denial of Service (DDoS)
"high_traffic_volume, service_degradation, dns_amplification",Distributed Denial of Service (DDoS)
"suspicious_email_link, fake_login_page, malicious_attachment, whaling_attempt",Phishing
"arp_spoofing, packet_interception, bgp_hijacking",Man-in-the-Middle (MitM)
"stacked_queries, time_delay_response, boolean_blind_sqli",SQL Injection
"multiple_failed_auth, dictionary_attack",Brute Force Attack
"credential_harvesting, fake_login_page, email_header_anomaly, lookalike_domain, spear_phishing_indicators",Phishing
"credential_harvesting, lookalike_domain, spear_phishing_indicators",Phishing
"os_fingerprinting, version_detection",Reconnaissance
"brute_force_login, multiple_failed_auth, account_lockout_triggered, failed_ssh_attempts, auth_log_flooding",Brute Force Attack
"banner_grabbing, idle_scan",Reconnaissance
"unusual_file_extension, backup_deletion, process_injection",Ransomware
"high_login_attempts, credential_stuffing, account_lockout_triggered",Brute Force Attack
"urgency_in_email, brand_impersonation, whaling_attempt",Phishing
"blind_sqli_timing, stacked_queries, boolean_blind_sqli",SQL Injection
"unusual_gateway_mac, evil_twin_ap",Man-in-the-Middle (MitM)
"arp_spoofing, dns_spoofing, ip_spoofing",Man-in-the-Middle (MitM)
"high_login_attempts, dictionary_attack, failed_ssh_attempts",Brute Force Attack
"xss_payload_detected, stored_xss_payload, html_entity_bypass, csp_bypass_attempt",Cross-Site Scripting (XSS)
"mass_file_encryption, shadow_copy_deletion, backup_deletion, bitcoin_address_in_note",Ransomware
"network_mapping, traceroute_activity, idle_scan",Reconnaissance
"sql_injection_pattern, error_based_response, stacked_queries",SQL Injection
"high_traffic_volume, service_degradation, syn_flood, http_flood",Distributed Denial of Service (DDoS)
"domain_spoofing, credential_harvesting, malicious_attachment, whaling_attempt, vishing_indicators",Phishing
"os_fingerprinting, dns_enumeration, version_detection",Reconnaissance
"stored_xss_payload, malicious_iframe_injection, csp_bypass_attempt",Cross-Site Scripting (XSS)
"high_login_attempts, password_spraying, rapid_auth_requests, failed_ssh_attempts",Brute Force Attack
"file_rename_burst, process_injection, bitcoin_address_in_note",Ransomware
"amplification_traffic, icmp_flood, dns_amplification",Distributed Denial of Service (DDoS)
"credential_stuffing, failed_ssh_attempts, auth_log_flooding",Brute Force Attack
"script_tag_in_input, cookie_theft_attempt, stored_xss_payload, event_handler_injection, malicious_iframe_injection",Cross-Site Scripting (XSS)
"ssl_stripping, bgp_hijacking",Man-in-the-Middle (MitM)
"packet_interception, session_hijacking, bgp_hijacking",Man-in-the-Middle (MitM)
"os_fingerprinting, service_enumeration, idle_scan",Reconnaissance
"ransom_note_created, unusual_file_extension, file_rename_burst, process_injection, bitcoin_address_in_note",Ransomware
"dns_spoofing, unusual_gateway_mac, ip_spoofing",Man-in-the-Middle (MitM)
"out_of_band_sqli, encoded_sql_payload, boolean_blind_sqli",SQL Injection
"ransom_note_created, c2_communication, registry_modification, lateral_movement, bitcoin_address_in_note",Ransomware
"service_enumeration, dns_enumeration, version_detection",Reconnaissance
"amplification_traffic, bandwidth_saturation",Distributed Denial of Service (DDoS)
"sql_injection_pattern, unusual_db_query, encoded_sql_payload, boolean_blind_sqli",SQL Injection
"credential_stuffing, password_spraying, dictionary_attack, failed_ssh_attempts, failed_rdp_attempts",Brute Force Attack
"high_login_attempts, password_spraying, rapid_auth_requests, auth_log_flooding",Brute Force Attack
"service_enumeration, network_mapping, tcp_connect_scan",Reconnaissance
"os_fingerprinting, banner_grabbing, dns_enumeration, idle_scan",Reconnaissance
"urgency_in_email, malicious_attachment, brand_impersonation, whaling_attempt, vishing_indicators",Phishing
"ransom_note_created, lateral_movement, data_exfiltration_before_encryption",Ransomware
"error_based_response, blind_sqli_timing, db_error_in_response, encoded_sql_payload, boolean_blind_sqli",SQL Injection
"unusual_file_extension, c2_communication, lateral_movement",Ransomware
"file_rename_burst, lateral_movement, bitcoin_address_in_note",Ransomware
"credential_harvesting, email_header_anomaly, brand_impersonation, spear_phishing_indicators, whaling_attempt",Phishing
"unusual_db_query, error_based_response, union_based_payload, stacked_queries, time_delay_response",SQL Injection
"credential_harvesting, fake_login_page, whaling_attempt, vishing_indicators",Phishing
"credential_harvesting, fake_login_page",Phishing
"service_degradation, icmp_flood, slow_loris_attack",Distributed Denial of Service (DDoS)
"os_fingerprinting, whois_lookup",Reconnaissance
"ransom_note_created, shadow_copy_deletion, backup_deletion, process_injection, lateral_movement",Ransomware
"high_login_attempts, rapid_auth_requests, auth_log_flooding",Brute Force Attack
"credential_stuffing, password_spraying, failed_rdp_attempts, auth_log_flooding",Brute Force Attack
"mass_file_encryption, unusual_file_extension, bitcoin_address_in_note",Ransomware
"unusual_file_extension, process_injection, lateral_movement",Ransomware
"dom_manipulation, csp_bypass_attempt",Cross-Site Scripting (XSS)
"stacked_queries, out_of_band_sqli, encoded_sql_payload",SQL Injection
"domain_spoofing, lookalike_domain, brand_impersonation",Phishing
"sql_injection_pattern, blind_sqli_timing, time_delay_response",SQL Injection
"banner_grabbing, traceroute_activity, version_detection",Reconnaissance
"session_hijacking, ssl_certificate_mismatch, bgp_hijacking",Man-in-the-Middle (MitM)
"arp_spoofing, certificate_anomaly",Man-in-the-Middle (MitM)
"credential_harvesting, fake_login_page, lookalike_domain, whaling_attempt",Phishing
"mass_file_encryption, ransom_note_created, shadow_copy_deletion, unusual_file_extension, data_exfiltration_before_encryption",Ransomware
"suspicious_email_link, email_header_anomaly, lookalike_domain",Phishing
"certificate_anomaly, rogue_dhcp_server, session_hijacking, ip_spoofing",Man-in-the-Middle (MitM)
"event_handler_injection, html_entity_bypass, csp_bypass_attempt",Cross-Site Scripting (XSS)
"sql_injection_pattern, unusual_db_query, out_of_band_sqli, boolean_blind_sqli",SQL Injection
"brute_force_login, password_spraying, failed_rdp_attempts",Brute Force Attack
"union_based_payload, encoded_sql_payload, time_delay_response",SQL Injection
"mass_file_encryption, c2_communication, backup_deletion, process_injection, lateral_movement",Ransomware
"credential_stuffing, password_spraying, dictionary_attack, account_lockout_triggered",Brute Force Attack
"shadow_copy_deletion, unusual_file_extension, c2_communication",Ransomware
"service_degradation, syn_flood, bandwidth_saturation",Distributed Denial of Service (DDoS)
"high_traffic_volume, service_degradation, syn_flood",Distributed Denial of Service (DDoS)
"service_degradation, udp_flood, icmp_flood, connection_exhaustion",Distributed Denial of Service (DDoS)
"mass_file_encryption, file_rename_burst, registry_modification",Ransomware
"javascript_uri_injection, malicious_iframe_injection",Cross-Site Scripting (XSS)
"mass_file_encryption, ransom_note_created, process_injection, lateral_movement",Ransomware
"udp_flood, http_flood, ntp_amplification",Distributed Denial of Service (DDoS)
"file_rename_burst, backup_deletion, process_injection",Ransomware
"script_tag_in_input, stored_xss_payload, csp_bypass_attempt",Cross-Site Scripting (XSS)
"os_fingerprinting, traceroute_activity, idle_scan",Reconnaissance
"cookie_theft_attempt, stored_xss_payload, event_handler_injection, javascript_uri_injection",Cross-Site Scripting (XSS)
"union_based_payload, time_delay_response, boolean_blind_sqli",SQL Injection
"ransom_note_created, backup_deletion, registry_modification, lateral_movement",Ransomware
"error_based_response, blind_sqli_timing, encoded_sql_payload",SQL Injection
"ssl_stripping, certificate_anomaly, dns_spoofing",Man-in-the-Middle (MitM)
"arp_spoofing, dns_spoofing, rogue_dhcp_server",Man-in-the-Middle (MitM)
"domain_spoofing, malicious_attachment",Phishing
"port_scanning, network_mapping, version_detection",Reconnaissance
"unusual_file_extension, file_rename_burst, bitcoin_address_in_note",Ransomware
"suspicious_email_link, credential_harvesting, fake_login_page, urgency_in_email, whaling_attempt",Phishing
"ping_sweep, dns_enumeration, idle_scan",Reconnaissance
"port_scanning, ping_sweep, idle_scan",Reconnaissance
"syn_flood, http_flood, amplification_traffic, connection_exhaustion, ntp_amplification",Distributed Denial of Service (DDoS)
"high_traffic_volume, syn_flood, icmp_flood, bandwidth_saturation, ntp_amplification",Distributed Denial of Service (DDoS)
"cookie_theft_attempt, stored_xss_payload, event_handler_injection",Cross-Site Scripting (XSS)
"dictionary_attack, account_lockout_triggered, rapid_auth_requests",Brute Force Attack
"multiple_failed_auth, high_login_attempts, dictionary_attack, failed_ssh_attempts",Brute Force Attack
"javascript_uri_injection, html_entity_bypass, csp_bypass_attempt",Cross-Site Scripting (XSS)
"arp_spoofing, dns_spoofing, session_hijacking, ip_spoofing",Man-in-the-Middle (MitM)
"domain_spoofing, urgency_in_email",Phishing
"multiple_failed_auth, failed_rdp_attempts",Brute Force Attack
"bandwidth_saturation, ntp_amplification",Distributed Denial of Service (DDoS)
"suspicious_email_link, domain_spoofing, malicious_attachment",Phishing
"stored_xss_payload, javascript_uri_injection, malicious_iframe_injection",Cross-Site Scripting (XSS)
"rogue_dhcp_server, session_hijacking, evil_twin_ap",Man-in-the-Middle (MitM)
"c2_communication, file_rename_burst, registry_modification",Ransomware
"brute_force_login, high_login_attempts, dictionary_attack",Brute Force Attack
"suspicious_email_link, brand_impersonation, vishing_indicators",Phishing
"http_flood, amplification_traffic, ntp_amplification",Distributed Denial of Service (DDoS)
"rogue_dhcp_server, packet_interception, session_hijacking",Man-in-the-Middle (MitM)
"error_based_response, union_based_payload, stacked_queries",SQL Injection
"mass_file_encryption, c2_communication, registry_modification, data_exfiltration_before_encryption",Ransomware
"multiple_failed_auth, rapid_auth_requests, failed_rdp_attempts, auth_log_flooding",Brute Force Attack
"fake_login_page, lookalike_domain, urgency_in_email",Phishing
"ransom_note_created, process_injection, lateral_movement",Ransomware
"cookie_theft_attempt, reflected_payload, stored_xss_payload, event_handler_injection, csp_bypass_attempt",Cross-Site Scripting (XSS)
"ping_sweep, traceroute_activity, tcp_connect_scan",Reconnaissance
